author,year,volume
"Susan Meerdink, Dar Roberts, Glynn Hulley, Paul Gader, ... Simon J. Hook",2019,224
"Rhae Sung Kim, Michael Durand, Dongyue Li, Elisabeth Baldo, ... Samuel Morin",2019,226
"Donghai Zheng, Xin Li, Xin Wang, Zuoliang Wang, ... Zhongbo Su",2019,226
"Lennart Noordermeer, Ole Martin Bollandsås, Hans Ole Ørka, Erik Næsset, Terje Gobakken",2019,226
"Haifeng Zhang, Alexander V. Babanin, Qingxiang Liu, Alexander Ignatov",2019,226
"Chun Liu, Xin Huang, Zhe Zhu, Huijun Chen, ... Jianya Gong",2019,226
"Minkyu Moon, Xiaoyang Zhang, Geoffrey M. Henebry, Lingling Liu, ... Mark A. Friedl",2019,226
"Fangwen Bao, Tianhai Cheng, Ying Li, Xingfa Gu, ... Jinhui Gao",2019,226
"Gang Zhao, Huilin Gao",2019,226
"Gang Shao, Scott C. Stark, Danilo R.A. de Almeida, Marielle N. Smith",2019,221
"Matteo Ottaviani, Jacek Chowdhary, Brian Cairns",2019,221
"Nishan Kumar Biswas, Faisal Hossain, Matthew Bonnema, Modurodoluwa Adeyinka Okeowo, Hyongki Lee",2019,221
"Hamed Gholizadeh, John A. Gamon, Philip A. Townsend, Arthur I. Zygielbaum, ... Jeannine Cavender-Bares",2019,221
"P.M. Salgado-Hernanz, M.-F. Racault, J.S. Font-Muñoz, G. Basterretxea",2019,221
"Liguang Jiang, Ole Baltazar Andersen, Karina Nielsen, Guoqing Zhang, Peter Bauer-Gottwein",2019,221
"Menghua Li, Lu Zhang, Xuguo Shi, Mingsheng Liao, Mengshi Yang",2019,221
"Alice César Fassoni-Andrade, Rodrigo Cauduro Dias de Paiva",2019,221
"Yinan He, Gang Chen, Angela De Santis, Dar A. Roberts, ... Ross K. Meentemeyer",2019,221
"Jeffrey Pickering, Stephen V. Stehman, Alexandra Tyukavina, Peter Potapov, ... Matthew C. Hansen",2019,221
"Guglielmo Lacorata, Raffaele Corrado, Federico Falcini, Rosalia Santoleri",2019,221
"Sandra I.B. Roth, Reik Leiterer, Michele Volpi, Enrico Celio, ... Philip C. Joerg",2019,221
"Radoslaw Guzinski, Héctor Nieto",2019,221
"Ce Zhang, Isabel Sargent, Xin Pan, Huapeng Li, ... Peter M. Atkinson",2019,221
"Samuel Hislop, Simon Jones, Mariela Soto-Berelov, Andrew Skidmore, ... Trung H. Nguyen",2019,221
"Ziti Jiao, Anxin Ding, Alexander Kokhanovsky, Crystal Schaaf, ... Yaxuan Chang",2019,221
"Temesgen Alemayehu Abera, Janne Heiskanen, Petri Pellikka, Miina Rautiainen, Eduardo Eiji Maeda",2019,221
"Huabing Huang, Caixia Liu, Xiaoyi Wang, Xiaolu Zhou, Peng Gong",2019,221
"François Waldner, Anne Schucknecht, Myroslava Lesiv, Javier Gallego, ... Pierre Defourny",2019,221
"Amy Neuenschwander, Katherine Pitts",2019,221
"J. Degerickx, D.A. Roberts, B. Somers",2019,221
"Robert Chastain, Ian Housman, Joshua Goldstein, Mark Finco, Karis Tenneson",2019,221
"Bagher Bayat, Christiaan van der Tol, Peiqi Yang, Wouter Verhoef",2019,221
"Xinyi Shen, Emmanouil N. Anagnostou, George H. Allen, G. Robert Brakenridge, Albert J. Kettner",2019,221
"Christoph W. Kent, Sue Grimmond, David Gatey, Kohin Hirano",2019,221
"Jan U.H. Eitel, Andrew J. Maguire, Natalie Boelman, Lee A. Vierling, ... Oliver Sonnentag",2019,221
"Xin Tao, Chengquan Huang, Feng Zhao, Karen Schleeweis, ... Shunlin Liang",2019,221
"N. Ye, J.P. Walker, R. Bindlish, J. Chaubell, ... C. Rüdiger",2019,221
"Barbara Barzycka, Małgorzata Błaszczyk, Mariusz Grabiec, Jacek Jania",2019,221
"Guoqing Zhang, Tandong Yao, Wenfeng Chen, Guoxiong Zheng, ... Yuanyuan Jia",2019,221
"Zhihui Wang, Philip A. Townsend, Anna K. Schweiger, John J. Couture, ... Jeannine Cavender-Bares",2019,221
"George Azzari, Patricio Grassini, Juan Ignacio Rattalino Edreira, Shawn Conley, ... David B. Lobell",2019,221
"Liheng Zhong, Lina Hu, Hang Zhou",2019,221
"Tongren Xu, Xinlei He, Sayed M. Bateni, Thomas Auligne, ... Kebiao Mao",2019,221
"Mark J. Lara, Melissa L. Chipman, Feng Sheng Hu",2019,221
"Yunxia Wang, Guy Ziv, Marcos Adami, Edward Mitchard, ... David Galbraith",2019,221
"Zhanmang Liao, Binbin He, Xingwen Quan, Albert I.J.M. van Dijk, ... Changming Yin",2019,221
"Michele Meroni, Dominique Fasbender, Felix Rembold, Clement Atzberger, Anja Klisch",2019,221
"Alexander Osadchiev, Roman Sedakov",2019,221
"Mahmud Haghshenas Haghighi, Mahdi Motagh",2019,221
"Pierre Defourny, Sophie Bontemps, Nicolas Bellemans, Cosmin Cara, ... Benjamin Koetz",2019,221
"M.G. Hethcoat, D.P. Edwards, J.M.B. Carreiras, R.G. Bryant, ... S. Quegan",2019,221
"Dirk Pflugmacher, Andreas Rabe, Mathias Peters, Patrick Hostert",2019,221
"J. Gómez-Enri, C.J. González, M. Passaro, S. Vignudelli, ... A. Izquierdo",2019,221
"Eduardo Eiji Maeda, Filipe Lisboa, Laura Kaikkonen, Kari Kallio, ... Sakari Kuikka",2019,221
"Wenlu Qi, Seung-Kuk Lee, Steven Hancock, Scott Luthcke, ... Ralph Dubayah",2019,221
"Wei Zhao, Si-Bo Duan, Ainong Li, Gaofei Yin",2019,221
"Liang Chang, Ruya Xiao, Abhnil Amtesh Prasad, Guoping Gao, ... Yu Zhang",2019,221
"Jianzhao Bi, Jessica H. Belle, Yujie Wang, Alexei I. Lyapustin, ... Yang Liu",2019,221
"Lian Feng, Xuejiao Hou, Yi Zheng",2019,221
"Zifeng Hu, Yiquan Qi, Xianqiang He, Yu-Huai Wang, ... Tao Wang",2019,221
"Jianbo Qi, Donghui Xie, Tiangang Yin, Guangjian Yan, ... Leslie K. Norford",2019,221
"Vaughn Smith, Carlos Portillo-Quintero, Arturo Sanchez-Azofeifa, Jose L. Hernandez-Stefanoni",2019,221
"Wenyu Gong, Margaret M. Darrow, Franz J. Meyer, Ronald P. Daanen",2019,221
"Donghwan Kim, Hanwen Yu, Hyongki Lee, Edward Beighley, ... Euiho Hwang",2019,221
"Paheding Sidike, Vasit Sagan, Maitiniyazi Maimaitijiang, Matthew Maimaitiyiming, ... Felix B. Fritschi",2019,221
"Abolfazl Irani Rahaghi, Ulrich Lemmin, Daniel Sage, David Andrew Barry",2019,221
"François Blasco, Marie France Bellan, M.U. Chaudhury",1992,39
"Ali Mekarnia, Jean Chorowicz",1992,39
"Gerald M Heymsfield, Richard Fulton",1992,39
"Vicente Caselles, JoséA. Sobrino, César Coll",1992,39
"B.D Ganapol, R.B Myneni",1992,39
"N. Lancaster, L. Gaddis, R. Greeley",1992,39
"Emmett W Chappelle, Moon S Kim, James E McMurtrey",1992,39
"B.A.M. Bouman, D. Uenk",1992,40
"S Paloscia, P Pampaloni",1992,40
"C. Ottlé, D. Vidal-Madjar",1992,40
"M Hugh-Jones, N Barre, G Nelson, K Wehnes, ... G Garris",1992,40
"R.M Mitchell, D.M O'Brien, B.W Forgan",1992,40
"Zhimin Chen, Paul J Curran, Jim D Hansom",1992,40
"Lawrence W. Harding, Eric C. Itsweire, Wayne E. Esaias",1992,40
M. Raffy,1992,40
"Claudio Conese, Fabio Maselli",1992,40
"Donald G. Leckie, Xiaoping Yuan, Donald P. Ostaff, Harald Piene, D.A. MacLean",1992,40
"Peng Gong, Danielle J. Marceau, Philip J. Howarth",1992,40
"E. Zilioli, M.A. Gomarasca, R. Tomasoni",1992,40
"Kirsten M. de Beurs, Noel S. McThompson, Braden C. Owsley, Geoffrey M. Henebry",2019,229
"Sheng Wang, Monica Garcia, Peter Bauer-Gottwein, Jakob Jakobsen, ... Andreas Ibrom",2019,229
"John E. O'Reilly, P. Jeremy Werdell",2019,229
"Stephen E.L. Howell, David Small, Christoph Rohner, Mallik S. Mahmud, ... Michael Brady",2019,229
"Klaus Schneider-Zapp, Manuel Cubero-Castan, Dai Shi, Christoph Strecha",2019,229
"Nishan Bhattarai, Kaniska Mallick, Julia Stuart, Bramha Dutt Vishwakarma, ... Meha Jain",2019,229
"Dedalo Marchetti, Angelo De Santis, Serena D'Arcangelo, Federica Poggio, ... Werneck V.J.O. De Carvalho",2019,229
"Irene E. Teubner, Matthias Forkel, Gustau Camps-Valls, Martin Jung, ... Wouter A. Dorigo",2019,229
"Chong Liu, Qi Zhang, Hui Luo, Shuhua Qi, ... Yuan Yao",2019,229
"Jan Quets, Gabriëlle J.M. De Lannoy, Amen Al Yaari, Steven Chan, ... Jean-Pierre Wigneron",2019,229
"Tedward Erker, Lei Wang, Laura Lorentz, Andrew Stoltman, Philip A. Townsend",2019,229
"C. Neil, E. Spyrakos, P.D. Hunter, A.N. Tyler",2019,229
Chunyuan Diao,2019,229
"Unmesh Khati, Marco Lavalle, Gulab Singh",2019,229
"Wenfang Lu, Hua Su, Xin Yang, Xiao-Hai Yan",2019,229
"Wonei Choi, Hanlim Lee, Jhoon Kim, Jae-Yong Ryu, ... Hyeongwoo Kang",2019,229
"Ameneh Tavakol, Vahid Rahmani, Steven M. Quiring, Sujay V. Kumar",2019,229
"Jacob Høxbroe Jeppesen, Rune Hylsberg Jacobsen, Fadil Inceoglu, Thomas Skjødeberg Toftegaard",2019,229
"Chunli Dai, Ian M. Howat, Eric Larour, Erik Husby",2019,229
James J. Simpson,1992,40
"K.O. Pope, E.J. Sheffner, K.J. Linthicum, C.L. Bailey, ... C.R. Roberts",1992,40
"Duane T. Eppler, William E. Full",1992,40
Agnès Bégué,1992,40
"Ray D. Jackson, Thomas R. Clarke, M. Susan Moran",1992,40
"Warren B. Cohen, Thomas A. Spies",1992,41
"N. Che, J.C. Price",1992,41
John C. Price,1992,41
"J.A. Gamon, J. Peñuelas, C.B. Field",1992,41
"P.M. Atkinson, R. Webster, P.J. Curran",1992,41
"D.J. Major, G.B. Schaalje, C. Wiegand, B.L. Blad",1992,41
"A.J. Richardson, C.L. Wiegand, D.F. Wanjura, D. Dusek, J.L. Steiner",1992,41
"C.L. Wiegand, S.J. Maas, J.K. Aase, J.L. Hatfield, ... R.L. Lapitan",1992,42
"A. Rosema, W. Verhoef, H. Noorbergen, J.J. Borgesius",1992,42
"J. Chorowicz, B. Deffontaines, D. Huaman-Rodrigo, R. Guillande, ... J.C. Thouret",1992,42
"Howard W. Barker, John A. Davies",1992,42
"Paul M. Treitz, Philip J. Howarth, Roger C. Suffling, Paul Smith",1992,42
John W. Salisbury,1992,42
"John W Salisbury, Dana M D'Aria",1992,42
"Anne B. Kahle, Ronald E. Alley",1992,42
Ken Watson,1992,42
Ken Watson,1992,42
"Simon J Hook, A.R Gabell, A.A Green, P.S Kealy",1992,42
Alan R. Gillespie,1992,42
Alan R. Gillespie,1992,42
"John W Salisbury, Dana M D'Aria",1992,42
Gérard Guyot,1992,41
"G. Asrar, R.B. Myneni, B.J. Choudhury",1992,41
"R.B. Myneni, G. Asrar, F.G. Hall",1992,41
"S. Jacquemoud, F. Baret, J.F. Hanocq",1992,41
"F. Baret, S. Jacquemoud, G. Guyot, C. Leprieur",1992,41
"A.R. Huete, G. Hua, J. Qi, A. Chehbouni, W.J.D. van Leeuwen",1992,41
"Bernard Pinty, Michel M. Verstraete",1992,41
"M.Susan Moran, Ray D. Jackson, Philip N. Slater, Philippe M. Teillet",1992,41
P.M. Teillet,1992,41
"Yann H. Kerr, Jean Pierre Lagouarde, Jacques Imbernon",1992,41
"A.G. Decker, T.J. Malthus, M.M. Wijnen, E. Seyhan",1992,41
"R. Santer, X.F. Gu, G. Guyot, J.L. Deuzé, ... M. Verbrugghe",1992,41
"Albert Olioso, Maurice Méthy, Bernard Lacaze",1992,41
"Robert Bindschadler, Patricia Vornberger",1992,42
"Theodore A. Scambos, Melanie J. Dutkiewicz, Jeremy C. Wilson, Robert A. Bindschadler",1992,42
"P.J. Sellers, J.A. Berry, G.J. Collatz, C.B. Field, F.G. Hall",1992,42
"R.B Myneni, B.D Ganapol, G Asrar",1992,42
"Walid A Abderrahman, Talat A Bader",1992,42
"R.M Korobov, V.Ya Railyan",1993,43
"Giuseppe Zibordi, Giancarlo Maracci",1993,43
Bo-Cai Gao,1993,43
"Bernward J Hay, Charles R McClain, Michael Petzold",1993,43
"Xiuping Jia, J.A. Richards",1993,43
"F.Mark Danson, Paul J Curran",1993,43
"Zhao-Liang Li, François Becker",1993,43
"S Christensen, J Goudriaan",1993,43
"Daniel P Gibbs, Chris L Betty, Adrian K Fung, Andrew J Blanchard, ... William L Balsam",1993,43
"Thomas W. Brakke, William P. Wergin, Eric F. Erbe, Joann M. Harnden",1993,43
"Elizabeth A. Walter-Shea, Cynthia J. Hays, Mark A. Mesarch, Ray D. Jackson",1993,43
Janet E. Nichol,1993,43
John W. Foerster,1993,43
"D.S. Kimes, J.R. Irons, E.R. Levine, N.A. Horning",1993,43
Cecil Hallum,1993,43
F.M. Bréon,1993,43
"F.M. Bréon, Pierre-Yves Deschamps",1993,43
"David J. Major, Sean M. McGinn, Terry J. Gillespie, Frédéric Baret",1993,43
Jennifer E. Taylor,1993,43
"Ferenc Csillag, László Pásztor, Larry L. Biehl",1993,43
"G Pickup, V.H Chewings, D.J Nelson",1993,43
"H. Yésou, Y. Besnus, J. Rolet, J.C. Pion, A. Aing",1993,43
"Leal A.K Mertes, Milton O Smith, John B Adams",1993,43
Gordon B. Bonan,1993,43
"Denis J. Gratton, Philip J. Howarth, Danielle J. Marceau",1993,43
"John G. Sidle, Harold G. Nagel, Richard Clark, Cinde Gilbert, ... Mark Orr",1993,43
"William E. Full, Duane T. Eppler",1993,44
"Suzanne M Lea, Matthew Lybanon",1993,44
"Joakim Malm, Lennart Jönsson",1993,44
"E.Ann Gallie, P.A Murtha",1993,44
"Derek R. Peddle, Steven E. Franklin",1993,44
"Y Li, T.H Demetriades-Shah, E.T Kanemasu, J.K Shultis, M.B Kirkham",1993,44
"J Qi, A.R Huete, M.S Moran, A Chehbouni, R.D Jackson",1993,44
"S.B Verma, P.J Sellers, C.L Walthall, F.G Hall, ... S.J Goetz",1993,44
"Janice L Thomson, John W Salisbury",1993,45
Maxim Shoshany,1993,45
S. Tassan,1993,45
"S. Babichenko, L. Poryvkina, V. Arikese, S. Kaitala, H. Kuosa",1993,45
"Quanan Zheng, Xiao-Hai Yan, Vic Klemas",1993,45
"Eric S. Kasischke, Nancy H.F. French, Peter Harrell, Norman L. Christensen, ... Donald Barry",1993,45
"Ian D. Jardine, Keith A. Thomson, Michael G. Foreman, Paul H. LeBlond",1993,45
"D.S Kimes, A.G Kerber, P.J Sellers",1993,45
"Cláudia Zuccari Fernandes Braga, Alberto W Setzer, Luiz Drude de Lacerda",1993,45
"Tim J Malthus, Ana Carla Madeira",1993,45
"Michio Shibayama, Wataru Takahashi, Shinsuke Morinaga, Tsuyoshi Akiyama",1993,45
"C.M.R. Platt, A.J. Prata",1993,45
"J.L Deuzé, F.M Bréon, P.Y Deschamps, C Devaux, ... J.L Roujean",1993,45
"Giuseppe Zibordi, Michael L Van Woert",1993,45
"G.L Anderson, J.D Hanson, R.H Haas",1993,45
"S Tassan, M Ribera d'Alcalá",1993,45
"A.I Kalmykov, S.A Velichko, V.N Tsymbal, Yu.A Kuleshov, ... I Jurkevich",1993,45
W. Gao,1993,45
"John W. Salisbury, Dana M. D'Aria, Floyd F. Sabins",1993,45
Bhaskar J. Choudhury,1993,46
Paul J. Pinter,1993,46
A. Rosema,1993,46
Agnès Bégué,1993,46
"Jean-Pierre Wigneron, Yann Kerr, André Chanzy, Ya-Qiu Jin",1993,46
"B Koch, Th Schneider, U Ammer",1993,46
Håkan Olsson,1993,46
"H. Glenn Downing, Gregory A. Carter, Kenneth W. Holladay, William G. Cibula",1993,46
Kevin P Price,1993,45
"Xing-Fa Gu, Gérard Guyot",1993,45
"Minhua Wang, Philip J. Howarth",1993,45
"James E Vogelmann, David M Moss",1993,45
"María-Amparo Gilabert, Joaquín Meliá",1993,45
Etienne Muller,1993,45
"Roberto Benedetti, Paolo Rossini",1993,45
Marvin E. Bauer,1993,46
"Josep Peñuelas, John A Gamon, Kevin L Griffin, Christopher B Field",1993,46
"William E Nichols, Richard H Cuenca, Thomas J Schmugge, James R Wang",1993,46
"R.M. Mitchell, D.M. O'Brien",1993,46
"James T. Randerson, James J. Simpson",1993,46
"Inge Sandholt, Henrik Steen Andersen",1993,46
"V.Ya. Railyan, R.M. Korobov",1993,46
"Philip A Davis, Carol S Breed, John F McCauley, Gerald G Schaber",1993,46
"Tim J. Malthus, Bruno Andrieu, F.Mark Danson, Keith W. Jaggard, Michael D. Steven",1993,46
Walter C Bausch,1993,46
Geoffrey M. Henebry,1993,46
Qin Wenhan,1993,46
"M. Derrien, B. Farki, L. Harang, H. LeGléau, ... A. Sairouni",1993,46
"Paul Lavery, Charitha Pattiaratchi, Alex Wyllie, Peter Hick",1993,46
"T.A Walsh, T.E Burk",1993,46
"Janet Franklin, Jeff Duncan, Debra L Turner",1993,46
"Gregory A. Carter, Douglas C. McCain",1993,46
"Robert G Kremer, Steven W Running",1993,46
"William P. Kustas, Craig S.T. Daughtry, Peter J. Van Oevelen",1993,46
"L. Prévot, I. Champion, G. Guyot",1993,46
"C.L. Walthall, M. Kim, D.L. Williams, B.W. Meeson, ... E.R. Levine",1993,46
"E. Ben-Dor, A. Banin",1994,48
"J.C. Roger, R. Santer, M. Herman, J.L. Deuzé",1994,48
"Elizabeth M. Nel, Carol A. Wessman, Thomas T. Veblen",1994,48
"C. François, C. Ottlé",1994,48
J.F.R. Gower,1994,48
"Tiit Nilson, Urmas Peterson",1994,48
"Joakim Malm, Lennart Jönsson",1994,48
Jeffrey R. Key,1994,48
"J. Key, J.A. Maslanik, E. Ellefsen",1994,48
"Scott K. Rowland, Gregory A. Smith, Peter J. Mouginis-Mark",1994,48
Sam Ekstrand,1994,47
Fred M. Vukovich,1994,47
"William H. Farrand, Robert B. Singer, Erzsébet Merényi",1994,47
"Gerald C. Purgold, Charles H. Whitlock, Robert J. Wheeler, Stewart R. Lecroy",1994,47
"M.A. Goossens, S.B. Kroonenberg",1994,47
"John W. Salisbury, Dana M. D'Aria",1994,47
"R.W. Fitzgerald, B.G. Lees",1994,47
"Bo-Cai Gao, Alexander F.H. Goetz",1994,47
"Timothy C Gallaudet, James J Simpson",1994,47
"R.B Myneni, G Asrar",1994,47
"Christoph C Borel, Siegfried A.W Gerstl",1994,47
"Danielle J. Marceau, Philip J. Howarth, Denis J. Gratton",1994,49
"Danielle J. Marceau, Denis J. Gratton, Richard A. Fournier, Jean-Pierre Fortin",1994,49
Peter Meyer,1994,49
"Eric Rignot, Jo Bea Way",1994,49
"Crystal Barker Schaaf, Alan H. Strahlerl",1994,49
"Eric Rignot, Jo Bea Way, Kyle McDonald, Leslie Viereck, ... Jiancheng Shi",1994,49
"P. Puyou-Lascassies, G. Flouzat, M. Gay, C. Vignolles",1994,49
"David A. Hastings, Liping Di",1994,49
"David A. Hastings, Liping Di",1994,49
"Yong Wang, Eric S. Kasischke, John M. Melack, Frank W. Davis, Norman L. Christensen",1994,49
"Richard E. Rossi, Jennifer L. Dungan, Louisa R. Beck",1994,49
"Lawrence W. Harding, Eric C. Itsweire, Wayne E. Esaias",1994,49
"Gregory J. McDermid, Steven E. Franklin",1994,49
Per Syren,1994,49
"Barbara J. Yoder, Richard H. Waring",1994,49
"M.A. Friedl, F.W. Davis",1994,48
"Claus Buschmann, Eckehard Nagel, Kálmán Szabó, László Kocsányi",1994,48
"A. Guissard, C. Baufays, P. Sobieski",1994,48
"P. Sobieski, A. Guissard, C. Baufays",1994,48
"Peter J Mouginis-Mark, Harold Garbeil, Pierre Flament",1994,48
"Stuart E. Marsh, James L. Walsh, Claudia Sobrevila",1994,48
"Suzanne J. Sippel, Stephen K. Hamilton, John M. Melack, Bhaskar J. Choudhury",1994,48
"J Cihlar, D Manak, N Voisin",1994,48
"J.L Privette, R.B Myneni, C.J Tucker, W.J Emery",1994,48
"George R. Diak, Christopher J. Scheuer, Mark S. Whipple, William L. Smith",1994,48
"Paul J. Pinter, M. Susan Moran",1994,49
"Gérard Guyot, Xing-Fa Gu",1994,49
John C. Price,1994,49
"Christopher M.U. Neale, Blake G. Crowther",1994,49
"A.B Frank, J.K Aase",1994,49
"R.B. Myneni, D.L. Williams",1994,49
"C.L Wiegand, J.D Rhoades, D.E Escobar, J.H Everitt",1994,49
"A Huete, C Justice, H Liu",1994,49
"D.C. Reicosky, P.W. Brown, M.S. Moran",1994,49
"M.S. Moran, T.R. Clarke, Y. Inoue, A. Vidal",1994,49
Bhaskar J Choudhury,1994,49
"W.P. Kustas, E.M. Perry, P.C. Doraiswamy, M.S. Moran",1994,49
"Bernard Seguin, Dominique Courault, Martine Guérif",1994,49
"Alain Vidal, Florence Pinglo, Hélène Durand, Claire Devaux-Ros, Albert Maillet",1994,49
"R. Pearson, J. Grace, G. May",1994,49
"J. Qi, A. Chehbouni, A.R. Huete, Y.H. Kerr, S. Sorooshian",1994,48
"César Coll, Vicente Caselles, Thomas J. Schmugge",1994,48
"J. Peñuelas, J.A. Gamon, A.L. Fredeen, J. Merino, C.B. Field",1994,48
"Xiao-Hai Yan, Quanan Zheng, Chung-Ru Ho, C.-K. Tai, Robert E. Cheney",1994,48
"D.-S. Lin, E.F. Wood, P.A. Troch, M. Mancini, T.J. Jackson",1994,48
Christian Mätzler,1994,48
"Robert J. Wheeler, Stuart R. LeCroy, Charles H. Whitlock, Gerald C. Purgold, Jeffery S. Swanson",1994,48
"Xavier Pons, Lluís Solé-Sugrañes",1994,48
"Kevin O. Pope, Jose M. Rey-Benayas, Jack F. Paris",1994,48
Alberte Fischer,1994,48
"Eric F. Lambin, Alan H. Strahlers",1994,48
"S.F. Biggar, P.N. Slater, D.I. Gellman",1994,48
"Frédéric Baret, Vern C. Vanderbilt, Michael D. Steven, Stephane Jacquemoud",1994,48
"Bhaskar J Choudhury, Nizam U Ahmed, Sherwood B Idso, Robert J Reginato, Craig S.T Daughtry",1994,50
"Shunlin Liang, Alan H. Strahler",1994,50
"K.Dieter Klaes, Michael L Van Woert",1994,50
"Timothy A Warner, Donald W Levandowski, Robin Bell, Haluk Cetin",1994,50
Shigeto Kawashima,1994,50
"Bruno Andrieu, Yassine Sohbi, Nicolas Ivanov",1994,50
Paul C. Van Deusen,1994,50
"D.S. Kimes, P.A. Harrison, P.R. Harrison",1994,50
"H.T. Chuah, W.L. Kung",1994,50
Håkan Olsson,1994,50
"Menghua Wang, Howard R. Gordon",1994,50
"Curtis E. Woodcock, John B. Collins, Sucharita Gopal, Vida D. Jakabhazy, ... Ralph Warbington",1994,50
"Scott A. Macomber, Curtis E. Woodcock",1994,50
"John B. Collins, Curtis E. Woodcock",1994,50
H.B. Granberg,1994,50
"O. Taconet, M. Benallegue, D. Vidal-Madjar, L. Prevot, ... M. Normand",1994,50
"Gregory A. Carter, Richard L. Miller",1994,50
John V. Martonchik,1994,50
Patricia G. Foschi,1994,50
"L. Estep, R. Arnone",1994,50
"P.M. Atkinson, R. Webster, P.J. Curran",1994,50
E. Ben-Dor,1994,50
"Brian L. Markham, Darrel L. Williams, John R. Schafer, Frank Wood, Moon S. Kim",1995,51
"Jean-Pierre Wigneron, André Chanzy, Jean-Christophe Calvet, Nadine Bruguier",1995,51
Andres Kuusk,1995,51
"JoséC.N. Epiphanio, Alfredo R. Huete",1995,51
"R. Kwok, S.V Nghiem, S.H. Yueh, D.D. Huynh",1995,51
"Jean-Louis Roujean, François-Marie Breon",1995,51
"Patrick J. Starks, Elizabeth A. Walter-Shea, Frank R. Schiebe, Brian L. Markham",1995,51
Andres Kuusk,1994,50
A.R. Harris,1994,50
"Qin Wenhan, Xiang Yueqin",1994,50
"S.E. Nicholson, T.J. Farrar",1994,50
"T.J. Farrar, S.E. Nicholson, A.R. Lare",1994,50
"G.Garik Gutman, Aleksandr M. Ignatov, Steve Olson",1994,50
"G.J. Marshall, J.A. Dowdeswell, W.G. Rees",1994,50
"J.G.P.W. Clevers, C. Büker, H.J.C. van Leeuwen, B.A.M. Bouman",1994,50
"Charles H. Whitlock, Stuart R. Lecroy, Robert J. Wheeler",1994,50
Walter G. Egan,1994,50
"E.M. Rollin, E.J. Milton, P. Roche",1994,50
"C.A. Shuman, R.B. Alley, S. Anandakrishnan, C.R. Stearns",1995,51
"Michel Fily, Jean-Pierre Dedieu, Sylviane Surdyk",1995,51
"Eric S. Kasischke, Nancy H.F. French",1995,51
Beverly E. Law,1995,51
"Bhaskar J. Choudhury, Timothy J. Dorman, Ann Y. Hsu",1995,51
F.M. Gemmell,1995,51
"Niall P. Hanan, Stephen D. Prince, Brent N. Holben",1995,51
"James J. Simpson, Jason I. Gobat",1995,52
"Robert J. Frouin, James J. Simpson",1995,52
Gerhard Smiatek,1995,52
"K. Staenz, R.P. Gauthier, D.J. Williams, P.M. Teillet",1995,52
"John B. Adams, Donald E. Sabol, Valerie Kapos, Raimundo Almeida Filho, ... Alan R. Gillespie",1995,52
"Bo-Cai Gao, Alexander F.H. Goetzt",1995,52
"S. Jacquemoud, F. Baret, B. Andrieu, F.M. Danson, K. Jaggard",1995,52
"A.M. Smith, D.J. Major, R.L. McNeil, W.D. Willms, ... R.J. Brown",1995,52
"E. Mougin, D. Lo Seena, S. Rambal, A. Gaston, P. Hiernaux",1995,52
"D. Lo Seen, E. Mougin, S. Rambal, A. Gaston, P. Hiernaux",1995,52
"J. Qi, M.S. Moran, F. Cabot, G. Dedieu",1995,52
"M.S. Moran, R.D. Jackson, T.R. Clarke, J. Qi, ... B.L. Markha",1995,52
Arthur W. Knight,1995,52
"James J. Simpson, Jason I. Gobat, Robert Frouin",1995,52
"James J. Simpson, Jason I. Gobat",1995,52
"John C. Price, Walter C. Bausch",1995,52
"J. Chorowicz, P. Luxey, J.P. Rudant, N. Lyberis, ... N. Gündoǧdu",1995,52
"Alexander Marshak, Anthony Davis, Warren Wiscombe, Georgii Titov",1995,52
"Philippe Mayaux, Eric F. Lambin",1995,53
"Mostafa A Karam, Faouzi Amar, Adrian K Fung, Eric Mougin, ... André Beaudoin",1995,53
"F. Askari, T. Donato, W.C. Keller",1995,53
"Jean-Christophe Calvet, Jean-Pierre Wigneron, André Chanzy, Driss Haboudane",1995,53
"M Benallegue, O Taconet, D Vidal-Madjar, M Normand",1995,53
"Steven A. Sader, Douglas Ahl, Wen-Shu Liou",1995,53
"G. Zibordi, M. Van Woert, G.P. Meloni, I. Canossi",1995,53
Stefano Salvi,1995,53
"J.L. Privette, C. Fowler, G.A. Wick, D. Baldwin, W.J. Emery",1995,53
"C.W. Brown, W.E. Esaias, A.M. Thompson",1995,53
"Richard L. Miller, James F. Cruise",1995,53
"R. Douglas Ramsey, Allan Falconer, J.R. Jensen",1995,53
"Barbara J. Yoder, Rita E. Pettigrew-Crosby",1995,53
"Xingzhong Huang, Ya-Qiu Jin",1995,53
"J. Keller, R. Lamprecht",1995,54
"Andrew S. Lomax, Dan Lubin, Robert H. Whritner",1995,54
"Thomas J. Jackson, David M. Le Vine, Calvin T. Swift, Thomas J. Schmugge, Frank R. Schiebe",1995,54
"Christopher D. Elvidge, Zhikang Chen",1995,54
"J. Otterman, T. Brakke, J. Smith",1995,54
Floyd M. Henderson,1995,54
"J. Qi, F. Cabot, M.S. Moran, G. Dedieu",1995,54
"Suresh Raju, André Chanzy, Jean-Pierre Wigneron, Jean-Christophe Calvet, ... Laurent Laguerre",1995,54
"K.W. Oleson, S. Sarlin, J. Garrison, S. Smith, ... W.J. Emery",1995,54
Howard W. Barker,1995,54
